id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_clase_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,nom_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,Escalera,id_planta_agrupado,id_local_agrupado,coordenada_x_agrupacion,coordenada_y_agrupacion,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,id_clase_ndp_terraza,ID_VIAL,DESC_CLASE,DESC_NOMBRE,nom_terraza,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra
3810,270418469,3,RETIRO              ,306,NIÑO JESUS          ,11013567,1,502300,AVENIDA                 ,MENENDEZ PELAYO                                   ,NUM,63,28009,44253858,447408951,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,PILOTO II,2,Estacional,1,Abierta,2418,2418,42641,11013556,1,239500,CALLE                   ,DOCE DE OCTUBRE                                   ,NUM,2,  ,Acera,0.416666667,0.041666667,0.333333333,0.041666667,0.416666667,0.104166667,0.333333333,0.041666667,0,0,8,5,27,NA
3811,270352703,3,RETIRO              ,304,IBIZA               ,11012306,1,88904338,CALLE                   ,ALCALDE SAINZ DE BARANDA                          ,NUM,38,28009,44287258,44742165,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR EL PALETO,1,Anual,1,Abierta,1944,1944,42641,11012306,1,88904338,CALLE                   ,ALCALDE SAINZ DE BARANDA                          ,NUM,38,  ,Bulevar,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,6,6,24,NA
3812,270411256,3,RETIRO              ,301,PACIFICO            ,11010940,1,171800,AVENIDA                 ,CIUDAD DE BARCELONA                               ,NUM,55,28007,44252957,44726775,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,CERVECERIA SAGREDO,1,Anual,1,Abierta,845,845,42642,11010940,1,171800,AVENIDA                 ,CIUDAD DE BARCELONA                               ,NUM,55,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,3,3,9,NA
3813,30000498,3,RETIRO              ,303,ESTRELLA            ,11011913,1,281600,CALLE                   ,ESTRELLA POLAR                                    ,NUM,18,28007,44348957,447351649,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,CAFETERIA ESTRELLA POLAR                          ,2,Estacional,1,Abierta,198,NA,42642,11011913,1,281600,CALLE                   ,ESTRELLA POLAR                                    ,NUM,18,  ,Acera,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,5,NA,20,NA
3814,30000781,3,RETIRO              ,304,IBIZA               ,11012250,1,88904338,CALLE                   ,ALCALDE SAINZ DE BARANDA                          ,NUM,49,28009,44301558,44742375,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,TATE´S,1,Anual,1,Abierta,1942,1942,42642,11012250,1,88904338,CALLE                   ,ALCALDE SAINZ DE BARANDA                          ,NUM,49,  ,Bulevar,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,1,1,6,6,21,NA
3815,30000903,3,RETIRO              ,306,NIÑO JESUS          ,11013542,1,639100,CALLE                   ,REYES MAGOS                                       ,NUM,8,28009,44274358,44736565,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,BAR EL TERCIO,1,Anual,1,Abierta,255,255,42642,11013542,1,639100,CALLE                   ,REYES MAGOS                                       ,NUM,8,  ,Zona de estacionamiento,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,6,6,21,NA
3816,280038075,7,CHAMBERI            ,705,RIOS ROSAS          ,11041930,1,863,PLAZA                   ,DESCUBRIDOR DIEGO DE ORDAS                        ,NUM,1,28003,4405646,447692853,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,LAKASA,2,Estacional,1,Abierta,102,NA,42643,11041930,1,863,PLAZA                   ,DESCUBRIDOR DIEGO DE ORDAS                        ,NUM,1,  ,Plaza con bandas permanentes de circulación rodada,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,5,NA,20,NA
3817,270145432,10,LATINA              ,1007,LAS AGUILAS         ,11068724,1,240000,CALLE                   ,DOCTOR BLANCO SOLER                               ,NUM,7,28044,43487462,447060257,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR,2,Estacional,1,Abierta,31,NA,42643,11068724,1,240000,CALLE                   ,DOCTOR BLANCO SOLER                               ,NUM,7,  ,Superficie en parcela privada,0.416666667,0,NA,NA,0.416666667,0.020833333,NA,NA,0,NA,8,NA,32,NA
3818,280003913,4,SALAMANCA           ,406,CASTELLANA          ,11019565,1,773000,CALLE                   ,VELAZQUEZ                                         ,NUM,80,28001,44202159,447569651,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,EL GORDO,1,Anual,1,Abierta,1564,1564,42646,11019565,1,773000,CALLE                   ,VELAZQUEZ                                         ,NUM,80,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,6,6,12,NA
3819,90001669,9,MONCLOA-ARAVACA     ,902,ARGUELLES           ,11052205,1,687515,CUESTA                  ,SAN VICENTE                                       ,NUM,32,28008,4391816,447467454,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,BÚCARO,2,Estacional,1,Abierta,1728,1728,42647,11052205,1,687515,CUESTA                  ,SAN VICENTE                                       ,NUM,32,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,6,6,21,NA
3820,270039917,20,SAN BLAS-CANILLEJAS ,2005,ROSAS               ,20103862,1,478850,CALLE                   ,MARIA SEVILLA DIAGO                               ,NUM,9,28022,44817056,447603543,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,MESON RIAÑO,1,Anual,1,Abierta,5101,3517,42649,20103862,1,478850,CALLE                   ,MARIA SEVILLA DIAGO                               ,NUM,9,  ,Otros,0.333333333,0,0.333333333,0,0.333333333,0,0.333333333,0,0,0,13,13,36,NA
3821,285004016,1,CENTRO              ,106,SOL                 ,11007810,1,667700,CALLE                   ,SAN FELIPE NERI                                   ,NUM,1,28013,43991859,447418953,1,Puerta Calle,1,Abierto,40,NA,PB,NA,NA,NA,VIANDAS,1,Anual,1,Abierta,1296,1296,42649,11007810,1,667700,CALLE                   ,SAN FELIPE NERI                                   ,NUM,1,  ,Acera,0.416666667,0.020833333,0.416666667,0.958333333,0.416666667,0.083333333,0.416666667,0.958333333,0,0,4,4,16,NA
3822,270298283,1,CENTRO              ,106,SOL                 ,11007733,1,488350,CALLE                   ,MARQUES VIUDO DE PONTEJOS                         ,NUM,12,28012,44009859,447414853,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,POSTAS 15,1,Anual,1,Abierta,1685,1685,42649,20007016,1,604200,CALLE                   ,POSTAS                                            ,NUM,15,  ,Calle peatonal,0.416666667,0.041666667,0.416666667,0.958333333,0.416666667,0.104166667,0.416666667,0.958333333,0,0,5,5,19,NA
3823,10002709,1,CENTRO              ,106,SOL                 ,31009364,1,488350,CALLE                   ,MARQUES VIUDO DE PONTEJOS                         ,NUM,17,28012,44008659,447413253,1,Puerta Calle,1,Abierto,60,NA,PB,NA,NA,NA,MIMI S CREPERIA,1,Anual,1,Abierta,595,595,42649,20007018,1,604200,CALLE                   ,POSTAS                                            ,NUM,17,  ,Calle peatonal,0.416666667,0.041666667,0.416666667,0.958333333,0.416666667,0.104166667,0.416666667,0.958333333,0,0,5,5,10,NA
3824,285004168,1,CENTRO              ,102,EMBAJADORES         ,20103682,1,743800,RONDA                   ,TOLEDO                                            ,NUM,5,28005,43998259,447306453,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BURGER KING,1,Anual,1,Abierta,1188,1188,42649,20150623,1,639680,CALLE                   ,RIBERA DE CURTIDORES                              ,NUM,26,  ,Acera,0.375,0.979166667,0.375,0.958333333,0.375,0.041666667,0.375,0.958333333,0,0,9,9,18,NA
3825,280048886,8,FUENCARRAL-EL PARDO ,806,VALVERDE            ,31036638,1,2792,CALLE                   ,CASTIELLO DE JACA                                 ,NUM,14,28050,44253963,448448654,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,ICHIWAKA,2,Estacional,1,Abierta,1411,NA,42653,31036638,1,2792,CALLE                   ,CASTIELLO DE JACA                                 ,NUM,14, A,Acera,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,10,NA,20, A
3826,70001979,7,CHAMBERI            ,701,GAZTAMBIDE          ,11038661,1,293500,CALLE                   ,FERNANDEZ DE LOS RIOS                             ,NUM,95,28015,43912561,447632954,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,PENALTI LOUNGE BAR ,1,Anual,1,Abierta,3294,3138,42654,11038661,1,293500,CALLE                   ,FERNANDEZ DE LOS RIOS                             ,NUM,95,  ,Acera,0.416666667,0,0.416666667,0,0.416666667,0.0625,0.416666667,0,0,0,11,11,34,NA
3827,270528968,7,CHAMBERI            ,704,ALMAGRO             ,11040995,1,486400,CALLE                   ,MARQUES DEL RISCAL                                ,NUM,2,28010,44125659,447575752,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,RESTAURANTE CAFETERIA,1,Anual,1,Abierta,2826,2826,42654,20014136,1,31400,CALLE                   ,ALMAGRO                                           ,NUM,32,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,11,11,28,NA
3828,280042884,10,LATINA              ,1007,LAS AGUILAS         ,11068599,1,331250,CALLE                   ,MAESTRA JUSTA FREIRE                              ,NUM,38,28044,43495361,446983357,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR SANTI,1,Anual,1,Abierta,72,72,42656,11068599,1,331250,CALLE                   ,MAESTRA JUSTA FREIRE                              ,NUM,38,  ,Superficie en parcela privada,0.416666667,0.041666667,0.416666667,0,0.416666667,0.083333333,0.416666667,0,0,0,10,18,40,NA
3829,270475603,10,LATINA              ,1004,ALUCHE              ,31054790,1,371700,CALLE                   ,ILLESCAS                                          ,NUM,98,28047,43610161,447131556,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR CERVECERIAEXTREMEÑOS 2,2,Estacional,1,Abierta,427,NA,42656,11064912,1,371700,CALLE                   ,ILLESCAS                                          ,NUM,98, B,Acera,0.375,0.0625,NA,NA,0.375,0.0625,NA,NA,0,NA,7,NA,14, D
3831,280048653,8,FUENCARRAL-EL PARDO ,808,EL GOLOSO           ,31014736,1,31000151,CALLE                   ,MONASTERIO DE GUADALUPE                           ,NUM,15,28049,44050764,448410256,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,FASS CENTRO ALEMÁN DE ALIMENTACIÓN,1,Anual,1,Abierta,3837,2317,42656,31004441,1,31000137,AVENIDA                 ,SANTUARIO DE VALVERDE                             ,NUM,29,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,14,6,28,NA
3833,270472756,13,PUENTE DE VALLECAS  ,1304,PALOMERAS SURESTE   ,11096653,1,625150,CALLE                   ,RAFAEL FERNANDEZ HIJICOS                          ,NUM,2,28038,44594955,447146645,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,BAR LOS GALINDOS,1,Anual,1,Abierta,324,27,42657,11096653,1,625150,CALLE                   ,RAFAEL FERNANDEZ HIJICOS                          ,NUM,2,  ,Plaza peatonal,0.333333333,0,0.333333333,0,0.333333333,0,0.333333333,0,0,0,10,10,40,NA
3834,10001682,1,CENTRO              ,105,UNIVERSIDAD         ,11006844,1,661700,CALLE                   ,SAN BERNARDO                                      ,NUM,13,28015,4399266,447482453,1,Puerta Calle,1,Abierto,40,NA,PB,NA,NA,NA,STARBUCKS COFFEE,1,Anual,1,Abierta,816,816,42657,20006238,1,342950,CALLE                   ,GRAN VIA                                          ,NUM,58,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,4,4,12,NA
3836,270415589,14,MORATALAZ           ,1406,VINATEROS           ,11103152,1,353500,CALLE                   ,HACIENDA DE PAVONES                               ,NUM,5,28030,44488756,447292947,1,Puerta Calle,1,Abierto,50,NA,PB,NA,NA,NA,DON JOSÉ III,1,Anual,1,Abierta,3474,3474,42660,11103153,1,353500,CALLE                   ,HACIENDA DE PAVONES                               ,NUM,7,  ,Acera,0.416666667,0,0.416666667,0.958333333,0.416666667,0.041666667,0.416666667,0.958333333,0,0,11,11,43,NA
3840,270065524,3,RETIRO              ,306,NIÑO JESUS          ,11013296,1,241300,CALLE                   ,DOCTOR ESQUERDO                                   ,NUM,108,28007,44312957,44734075,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,RUTA 108,1,Anual,1,Abierta,3069,3069,42660,11013296,1,241300,CALLE                   ,DOCTOR ESQUERDO                                   ,NUM,108,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,12,12,30,NA
3841,270151952,11,CARABANCHEL         ,1105,PUERTA BONITA       ,11075911,1,433500,CALLE                   ,CAMINO VIEJO DE LEGANES                           ,NUM,82,28025,43820759,447088054,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,ASTRAL,1,Anual,1,Abierta,513,513,42661,11075911,1,433500,CALLE                   ,CAMINO VIEJO DE LEGANES                           ,NUM,82,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.0625,0.416666667,0,0,0,15,15,52,NA
3842,80001018,8,FUENCARRAL-EL PARDO ,805,LA PAZ              ,11046803,1,297250,CALLE                   ,FINISTERRE                                        ,NUM,25,28029,44043462,448117255,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,BAR EL PAISA,1,Anual,1,Abierta,1253,1253,42662,11046803,1,297250,CALLE                   ,FINISTERRE                                        ,NUM,25,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,7,7,14,NA
3843,280048800,8,FUENCARRAL-EL PARDO ,806,VALVERDE            ,31024039,1,2812,CALLE                   ,CAMPO DE LA ESTRELLA                              ,NUM,1,28050,44298062,448393153,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR-RESTAURANTE,2,Estacional,1,Abierta,1732,NA,42662,31045034,1,2802,CALLE                   ,VILORIA DE LA RIOJA                               ,NUM,36,  ,Acera,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,12,NA,24, A
3845,280007593,1,CENTRO              ,101,PALACIO             ,11000709,1,682400,COSTANILLA              ,SAN PEDRO                                         ,NUM,2,28005,4396646,447390053,1,Puerta Calle,1,Abierto,40,NA,PB,NA,NA,NA,EL ARROZAL,2,Estacional,1,Abierta,162,NA,42663,20004008,1,706300,CALLE                   ,SEGOVIA                                           ,NUM,13,  ,Acera,0.416666667,0.020833333,NA,NA,0.416666667,0.083333333,NA,NA,0,NA,5,NA,20,NA
3846,270326583,7,CHAMBERI            ,702,ARAPILES            ,11039230,1,768800,CALLE                   ,VALLEHERMOSO                                      ,NUM,79,28015,4399156,447666254,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,MARISQUERIA 79,1,Anual,1,Abierta,1652,1652,42663,11039230,1,768800,CALLE                   ,VALLEHERMOSO                                      ,NUM,79,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,9,9,22,NA
3847,270545451,7,CHAMBERI            ,702,ARAPILES            ,11039415,1,768800,CALLE                   ,VALLEHERMOSO                                      ,NUM,52,28015,4399176,447636554,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,LA FRANCHUTERIA,1,Anual,1,Abierta,1458,1458,42663,11039415,1,768800,CALLE                   ,VALLEHERMOSO                                      ,NUM,52,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,5,5,18,NA
3849,270277129,5,CHAMARTIN           ,501,EL VISO             ,11020941,1,700700,CALLE                   ,SANTIAGO BERNABEU                                 ,NUM,7,28036,4415936,447799652,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,LA MANON,2,Estacional,1,Abierta,1047,546,42667,20009132,1,352600,CALLE                   ,GUTIERREZ SOLANA                                  ,NUM,2,  ,Acera,0.333333333,0.0625,0.416666667,0,0.333333333,0.0625,0.416666667,0,0,0,10,10,40,NA
3851,50000957,5,CHAMARTIN           ,506,CASTILLA            ,20105050,1,88904484,AVENIDA                 ,BURGOS                                            ,NUM,19,28036,44268561,448057252,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,VIPS,1,Anual,1,Abierta,2223,2223,42667,20105050,1,88904484,AVENIDA                 ,BURGOS                                            ,NUM,19,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,16,16,32,NA
3852,280023156,5,CHAMARTIN           ,506,CASTILLA            ,11027415,1,88904484,AVENIDA                 ,BURGOS                                            ,NUM,34,28036,44280561,448125152,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,RESTAURANTE NOVA GALICIA,1,Anual,1,Abierta,2555,2555,42667,11027415,1,88904484,AVENIDA                 ,BURGOS                                            ,NUM,34,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,14,14,38,NA
3854,285000031,4,SALAMANCA           ,401,RECOLETOS           ,11013918,1,397400,CALLE                   ,JORGE JUAN                                        ,NUM,9,28001,44175459,447506752,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,CERVECERIA PITTU,1,Anual,1,Abierta,189,189,42667,11013899,1,172600,CALLE                   ,CLAUDIO COELLO                                    ,NUM,30,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,9,9,19,NA
3855,280004161,4,SALAMANCA           ,401,RECOLETOS           ,20149155,1,610450,CALLE                   ,PRINCIPE DE VERGARA                               ,NUM,7,28001,44225558,447498851,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,SHUZOS BAR,2,Estacional,1,Abierta,1216,NA,42667,11014608,1,397400,CALLE                   ,JORGE JUAN                                        ,NUM,52,  ,Acera,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,6,NA,12,NA
3856,40002699,4,SALAMANCA           ,406,CASTELLANA          ,11019648,1,773000,CALLE                   ,VELAZQUEZ                                         ,NUM,75,28006,44199759,447585251,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,DSTILLS URBAN DISTILLERY,1,Anual,1,Abierta,1674,1674,42668,11019648,1,773000,CALLE                   ,VELAZQUEZ                                         ,NUM,75,  ,Acera,0.416666667,0,0.416666667,0,0.416666667,0,0.416666667,0,0,0,6,6,14,NA
3858,150001868,15,CIUDAD LINEAL       ,1501,VENTAS              ,31017427,1,63700,CALLE                   ,APOSTOL SANTIAGO                                  ,NUM,76,28017,44447657,447563548,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,CERVECERIA LOS GALANES,1,Anual,1,Abierta,432,432,42668,11104174,1,233600,AVENIDA                 ,DAROCA                                            ,NUM,46,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,3,3,6,NA
3859,280043476,10,LATINA              ,1007,LAS AGUILAS         ,11068757,1,240000,CALLE                   ,DOCTOR BLANCO SOLER                               ,NUM,1,28044,43484162,447060857,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BODY & SOUL,1,Anual,1,Abierta,2046,2046,42669,20020680,1,329500,AVENIDA                 ,LAS AGUILAS                                       ,NUM,23,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,12,12,32,NA
3860,280059165,13,PUENTE DE VALLECAS  ,1304,PALOMERAS SURESTE   ,11142738,1,51950,CALLE                   ,ANGELILLO                                         ,NUM,17,28018,44517754,447027546,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,BAR LAS TINAJAS,1,Anual,1,Abierta,2277,2277,42670,11142738,1,51950,CALLE                   ,ANGELILLO                                         ,NUM,17,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.083333333,0.416666667,0,0,0,5,5,20,NA
3861,285028059,14,MORATALAZ           ,1403,MARROQUINA          ,11101566,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,24,28030,44492956,447316547,1,Puerta Calle,1,Abierto,50,NA,PB,NA,NA,NA,BAR LA PIEDRA,1,Anual,1,Abierta,5159,1944,42670,11101566,1,489000,CALLE                   ,MARROQUINA                                        ,NUM,24,  ,Acera,0.416666667,0,0.416666667,0.958333333,0.416666667,0.041666667,0.416666667,0.958333333,0,0,15,6,57,NA
3864,270146268,11,CARABANCHEL         ,1101,COMILLAS            ,11069232,1,59400,CALLE                   ,ANTONIO LOPEZ                                     ,NUM,32,28019,43950759,447197953,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,BAR GALLO PELON,1,Anual,1,Abierta,54,54,42671,11069232,1,59400,CALLE                   ,ANTONIO LOPEZ                                     ,NUM,32,  ,Acera,0.416666667,0.083333333,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,4,4,8,NA
3865,270065164,3,RETIRO              ,305,LOS JERONIMOS       ,11013060,1,635100,PASEO                   ,REINA CRISTINA                                    ,NUM,15,28014,44214658,447317851,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,CAFE PIERO,1,Anual,1,Abierta,486,486,42671,11013060,1,635100,PASEO                   ,REINA CRISTINA                                    ,NUM,15,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,15,15,59,NA
3866,150002698,15,CIUDAD LINEAL       ,1501,VENTAS              ,11046279,1,233600,AVENIDA                 ,DAROCA                                            ,NUM,2,28017,44409158,447582449,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,CAFE ATALAYA RESTAURANTE,1,Anual,1,Abierta,312,312,42674,11046279,1,233600,AVENIDA                 ,DAROCA                                            ,NUM,2,  ,Acera,0.416666667,0.041666667,0.416666667,0.5,0.416666667,0.0625,0.416666667,0.5,0,0,10,10,30,NA
3867,285010424,6,TETUAN              ,606,BERRUGUETE          ,11036572,1,488000,CALLE                   ,MARQUES DE VIANA                                  ,NUM,19,28039,44062361,447920254,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,MARIN,1,Anual,1,Abierta,2785,2785,42676,11036572,1,488000,CALLE                   ,MARQUES DE VIANA                                  ,NUM,19,  ,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.083333333,0.416666667,0,0,0,8,8,28,NA
3870,280047976,8,FUENCARRAL-EL PARDO ,807,MIRASIERRA          ,11050436,1,543100,CALLE                   ,NURIA                                             ,NUM,59,28034,0,0,0,Agrupado,1,Abierto,0,NA,PB,EX-D,44001363,448271556,BARRA DE PINTXOS,1,Anual,1,Abierta,8076,8076,42678,11050436,1,543100,CALLE                   ,NURIA                                             ,NUM,59,  ,Otros,0.375,0.041666667,0.375,0,0.375,0.104166667,0.375,0,0,0,25,25,50,NA
3871,270086578,5,CHAMARTIN           ,501,EL VISO             ,11021085,1,644800,CALLE                   ,RODRIGUEZ MARIN                                   ,NUM,84,28002,44245959,447808351,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,CERVECERIA FASS,2,Estacional,1,Abierta,9243,NA,42681,11021085,1,644800,CALLE                   ,RODRIGUEZ MARIN                                   ,NUM,84,  ,Acera,0.416666667,0.041666667,NA,NA,0.416666667,0.104166667,NA,NA,0,NA,21,NA,71,NA
3872,270299533,7,CHAMBERI            ,703,TRAFALGAR           ,11040175,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,10,28015,4402786,447622953,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,SI QUIERO,1,Anual,1,Abierta,195,195,42681,11040175,1,114600,CALLE                   ,BRAVO MURILLO                                     ,NUM,10,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,9,9,28,NA
3873,285011802,7,CHAMBERI            ,703,TRAFALGAR           ,11039890,1,444200,CALLE                   ,LUCHANA                                           ,NUM,13,28010,44053359,447571353,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,TABERNA - BAR MAMA MIA,1,Anual,1,Abierta,1493,1493,42681,11039890,1,444200,CALLE                   ,LUCHANA                                           ,NUM,13,  ,Acera,0.333333333,0.0625,0.333333333,0.041666667,0.333333333,0.0625,0.333333333,0.041666667,0,0,5,5,18,NA
3874,70001015,7,CHAMBERI            ,703,TRAFALGAR           ,11040056,1,750700,CALLE                   ,TRAFALGAR                                         ,NUM,7,28010,4405816,447584353,1,Puerta Calle,1,Abierto,10,NA,PB,NA,NA,NA,NAGOYA                                            ,2,Estacional,1,Abierta,1694,NA,42681,11040056,1,750700,CALLE                   ,TRAFALGAR                                         ,NUM,7,  ,Acera,0.333333333,0.041666667,NA,NA,0.333333333,0.0625,NA,NA,0,NA,10,NA,26,NA
3876,280060500,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131725,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,33,28031,44821553,447015842,1,Puerta Calle,1,Abierto,30,NA,PB,NA,NA,NA,CERVECERIA MEDINA,2,Estacional,1,Abierta,50,NA,42685,11131725,1,614050,CALLE                   ,PUENTELARRA                                       ,NUM,33,  ,Otros,0.333333333,0.0625,NA,NA,0.333333333,0.0625,NA,NA,0,NA,10,NA,40,NA
3877,280048446,8,FUENCARRAL-EL PARDO ,806,VALVERDE            ,20149845,1,87100,CALLE                   ,MARIA TUBAU                                       ,NUM,19,28050,44246863,448472354,1,Puerta Calle,1,Abierto,80,NA,PB,NA,NA,NA,CAFETERÍA BAR,1,Anual,1,Abierta,2483,2483,42690,20149845,1,87100,CALLE                   ,MARIA TUBAU                                       ,NUM,19, A,Acera,0.416666667,0.041666667,0.416666667,0,0.416666667,0.104166667,0.416666667,0,0,0,9,9,36, A
3878,270154144,11,CARABANCHEL         ,1107,ABRANTES            ,11079270,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,25,28019,43860459,447076853,1,Puerta Calle,1,Abierto,20,NA,PB,NA,NA,NA,LA TABERNA DE ALEX,1,Anual,1,Abierta,27,27,42690,11079270,1,549100,AVENIDA                 ,OPORTO                                            ,NUM,25,  ,Acera,0.416666667,0,0.416666667,0,0.416666667,0.020833333,0.416666667,0,0,0,10,10,40,NA
